lead_id,created_date,first_name,last_name,email,company_domain,channel,campaign,became_deal
L000989,2025-03-21 20:00:00,Jonas,Farrell,jonas.farrell@northwind.com,northwind.com,Paid Social - Meta,mofu-retarget,false
L000990,2025-03-07 12:15:00,Anaya,Petrov,anaya.petrov@redwood.com,redwood.com,Paid Social - Meta,lead-form-broad,false
L000991,2025-03-04 07:45:00,Alicia,Mulvaney,alicia.mulvaney@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L000992,2025-03-24 20:00:00,Elodie,Moreau,elodie.moreau@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,false
L000993,2025-03-03 16:15:00,Ingrid,Watanabe,ingrid.watanabe@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L000994,2025-03-09 11:45:00,Tomas,Lindqvist,tomas.lindqvist@arclight.com,arclight.com,Paid Social - Meta,mofu-retarget,false
L000995,2025-03-05 14:15:00,Omar,Castellanos,omar.castellanos@anvil.com,anvil.com,Paid Social - Meta,prospecting-lal,false
L000996,2025-03-24 18:00:00,Renata,Moreau,renata.moreau@copperline.com,copperline.com,Paid Social - Meta,lead-form-broad,false
L000997,2025-03-13 10:30:00,Alicia,Pires,alicia.pires@solvent.com,solvent.com,Paid Social - Meta,prospecting-lal,false
L000998,2025-03-24 08:00:00,Peter,Szabo,peter.szabo@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L000999,2025-03-11 19:45:00,Hollis,Castellanos,hollis.castellanos@tessellate.com,tessellate.com,Paid Social - Meta,lead-form-broad,false
L001000,2025-03-16 18:00:00,Yusuf,Krishnan,yusuf.krishnan@oakhurst.com,oakhurst.com,Paid Social - Meta,lead-form-broad,false
L001001,2025-03-03 10:00:00,Ingrid,Nwosu,ingrid.nwosu@kestrel.com,kestrel.com,Paid Social - Meta,mofu-retarget,false
L001002,2025-03-12 10:00:00,Mei,Kavanagh,mei.kavanagh@thornbury.com,thornbury.com,Paid Social - Meta,prospecting-lal,false
L001003,2025-03-17 18:45:00,Rafael,Doyle,rafael.doyle@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L001004,2025-03-08 16:00:00,Adeola,Haddad,adeola.haddad@tessellate.com,tessellate.com,Paid Social - Meta,lead-form-broad,false
L001005,2025-03-02 10:00:00,Grace,Castellanos,grace.castellanos@ironwood.com,ironwood.com,Paid Social - Meta,lead-form-broad,false
L001006,2025-03-13 19:00:00,Adeola,Castellanos,adeola.castellanos@copperline.com,copperline.com,Paid Social - Meta,mofu-retarget,false
L001007,2025-03-17 16:00:00,Adeola,Raghunathan,adeola.raghunathan@arclight.com,arclight.com,Paid Social - Meta,prospecting-lal,false
L001008,2025-03-07 14:30:00,Noor,Zhang,noor.zhang@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L001009,2025-03-19 12:15:00,Margit,Iyer,margit.iyer@arclight.com,arclight.com,Paid Social - Meta,mofu-retarget,true
L001010,2025-03-06 19:30:00,Alicia,Lindqvist,alicia.lindqvist@halcyon.com,halcyon.com,Paid Social - Meta,lead-form-broad,false
L001011,2025-03-17 13:00:00,Malik,Krishnan,malik.krishnan@pinnacle.com,pinnacle.com,Paid Social - Meta,mofu-retarget,false
L001012,2025-03-25 14:00:00,Estelle,Aaltonen,estelle.aaltonen@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L001013,2025-03-28 10:30:00,Estelle,Watanabe,estelle.watanabe@marlowe.com,marlowe.com,Paid Social - Meta,lead-form-broad,false
L001014,2025-03-31 11:45:00,Lena,Aaltonen,lena.aaltonen@marlowe.com,marlowe.com,Paid Social - Meta,lead-form-broad,false
L001015,2025-03-26 20:30:00,Anaya,Moreau,anaya.moreau@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L001016,2025-03-07 08:15:00,Callum,Raghunathan,callum.raghunathan@tessellate.com,tessellate.com,Paid Social - Meta,lead-form-broad,false
L001017,2025-03-31 17:30:00,Lena,Petrov,lena.petrov@brightpath.com,brightpath.com,Paid Social - Meta,lead-form-broad,false
L001018,2025-03-28 20:00:00,Cormac,Krishnan,cormac.krishnan@pinnacle.com,pinnacle.com,Paid Social - Meta,prospecting-lal,true
L001019,2025-03-11 16:15:00,Estelle,Castellanos,estelle.castellanos@meridian.com,meridian.com,Paid Social - Meta,lead-form-broad,false
L001020,2025-03-09 10:30:00,Priya,Byrne,priya.byrne@juniper.com,juniper.com,Paid Social - Meta,prospecting-lal,false
L001021,2025-03-06 15:15:00,Siobhan,Demir,siobhan.demir@tessellate.com,tessellate.com,Paid Social - Meta,prospecting-lal,false
L001022,2025-03-21 11:00:00,Renata,Novak,renata.novak@lumen.com,lumen.com,Paid Social - Meta,prospecting-lal,false
L001023,2025-03-28 16:45:00,Anaya,Farrell,anaya.farrell@kestrel.com,kestrel.com,Paid Social - Meta,lead-form-broad,false
L001024,2025-03-01 16:15:00,Tomas,Ferreira,tomas.ferreira@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,false
L001025,2025-03-28 08:15:00,Margit,Watanabe,margit.watanabe@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L001026,2025-03-07 09:15:00,Elodie,Szabo,elodie.szabo@juniper.com,juniper.com,Paid Social - Meta,prospecting-lal,false
L001027,2025-03-11 07:15:00,Darius,Nwosu,darius.nwosu@ironwood.com,ironwood.com,Paid Social - Meta,prospecting-lal,false
L001028,2025-03-30 10:15:00,Elodie,Haddad,elodie.haddad@saltmarsh.com,saltmarsh.com,Paid Social - Meta,prospecting-lal,false
L001029,2025-03-28 07:15:00,Callum,Horvat,callum.horvat@meridian.com,meridian.com,Paid Social - Meta,lead-form-broad,false
L001030,2025-03-09 09:30:00,Cormac,Nwosu,cormac.nwosu@marlowe.com,marlowe.com,Paid Social - Meta,lead-form-broad,false
L001031,2025-03-23 20:30:00,Anaya,Kavanagh,anaya.kavanagh@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,false
L001032,2025-03-08 11:30:00,Yusuf,Krishnan,yusuf.krishnan@oakhurst.com,oakhurst.com,Paid Social - Meta,lead-form-broad,false
L001033,2025-03-26 19:00:00,Jonas,Doyle,jonas.doyle@thornbury.com,thornbury.com,Paid Social - Meta,mofu-retarget,false
L001034,2025-03-11 15:30:00,Peter,Aaltonen,peter.aaltonen@halcyon.com,halcyon.com,Paid Social - Meta,prospecting-lal,false
L001035,2025-03-21 12:15:00,Siobhan,Okonkwo,siobhan.okonkwo@harborview.com,harborview.com,Paid Social - Meta,lead-form-broad,false
L001036,2025-03-05 14:45:00,Malik,Byrne,malik.byrne@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L001037,2025-03-23 16:00:00,Omar,Iyer,omar.iyer@ember.com,ember.com,Paid Social - Meta,lead-form-broad,false
L001038,2025-03-13 14:00:00,Adeola,Bahri,adeola.bahri@ember.com,ember.com,Paid Social - Meta,prospecting-lal,false
L001039,2025-03-12 14:30:00,Callum,Iyer,callum.iyer@ironwood.com,ironwood.com,Paid Social - Meta,lead-form-broad,false
L001040,2025-03-05 08:30:00,Peter,Bahri,peter.bahri@kestrel.com,kestrel.com,Paid Social - Meta,prospecting-lal,false
L001041,2025-03-26 11:45:00,Grace,Aaltonen,grace.aaltonen@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L001042,2025-03-05 17:45:00,Callum,Kavanagh,callum.kavanagh@marlowe.com,marlowe.com,Paid Social - Meta,lead-form-broad,false
L001043,2025-03-04 19:00:00,Estelle,Bahri,estelle.bahri@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L001044,2025-03-23 18:00:00,Adeola,Whitfield,adeola.whitfield@saltmarsh.com,saltmarsh.com,Paid Social - Meta,lead-form-broad,false
L001045,2025-03-24 15:00:00,Darius,Demir,darius.demir@juniper.com,juniper.com,Paid Social - Meta,prospecting-lal,false
L001046,2025-03-20 11:15:00,Marcus,Whitfield,marcus.whitfield@meridian.com,meridian.com,Paid Social - Meta,lead-form-broad,false
L001047,2025-03-05 17:45:00,Tomas,Ferreira,tomas.ferreira@copperline.com,copperline.com,Paid Social - Meta,prospecting-lal,false
L001048,2025-03-10 10:00:00,Darius,Kavanagh,darius.kavanagh@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L001049,2025-03-03 14:00:00,Tomas,Mulvaney,tomas.mulvaney@cascade.com,cascade.com,Paid Social - Meta,lead-form-broad,false
L001050,2025-03-01 13:45:00,Estelle,Zhang,estelle.zhang@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L001051,2025-03-03 15:45:00,Renata,Doyle,renata.doyle@harborview.com,harborview.com,Paid Social - Meta,prospecting-lal,false
L001052,2025-03-22 17:15:00,Yusuf,Byrne,yusuf.byrne@ironwood.com,ironwood.com,Paid Social - Meta,prospecting-lal,false
L001053,2025-03-07 17:30:00,Arun,Grant,arun.grant@marlowe.com,marlowe.com,Paid Social - Meta,prospecting-lal,false
L001054,2025-03-08 08:00:00,Mei,Nwosu,mei.nwosu@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L001055,2025-03-15 14:00:00,Arun,Bergstrom,arun.bergstrom@marlowe.com,marlowe.com,Paid Social - Meta,lead-form-broad,false
L001056,2025-03-31 07:15:00,Peter,Mulvaney,peter.mulvaney@granitepeak.com,granitepeak.com,Paid Social - Meta,lead-form-broad,false
L001057,2025-03-04 09:00:00,Siobhan,Almeida,siobhan.almeida@juniper.com,juniper.com,Paid Social - Meta,lead-form-broad,false
L001058,2025-03-14 18:30:00,Ingrid,Novak,ingrid.novak@copperline.com,copperline.com,Paid Social - Meta,mofu-retarget,false
L001059,2025-03-15 15:45:00,Kenji,Pires,kenji.pires@ironwood.com,ironwood.com,Paid Social - Meta,lead-form-broad,false
L001060,2025-03-28 11:00:00,Kenji,Ferreira,kenji.ferreira@ferrous.com,ferrous.com,Paid Social - Meta,lead-form-broad,false
L001061,2025-03-16 17:45:00,Tomas,Szabo,tomas.szabo@harborview.com,harborview.com,Paid Social - Meta,prospecting-lal,false
L001062,2025-03-27 07:15:00,Priya,Bergstrom,priya.bergstrom@saltmarsh.com,saltmarsh.com,Paid Social - Meta,prospecting-lal,false
L001063,2025-03-16 20:15:00,Kenji,Zhang,kenji.zhang@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L001064,2025-03-04 18:45:00,Lena,Aaltonen,lena.aaltonen@halcyon.com,halcyon.com,Paid Social - Meta,prospecting-lal,false
L001065,2025-03-31 08:15:00,Adeola,Mulvaney,adeola.mulvaney@ridgeline.com,ridgeline.com,Paid Social - Meta,mofu-retarget,false
L001066,2025-03-14 12:30:00,Ivo,Haddad,ivo.haddad@quillon.com,quillon.com,Paid Social - Meta,mofu-retarget,false
L001067,2025-03-02 15:00:00,Elodie,Almeida,elodie.almeida@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,true
L001068,2025-03-29 18:15:00,Anaya,Szabo,anaya.szabo@pinnacle.com,pinnacle.com,Paid Social - Meta,prospecting-lal,false
L001069,2025-03-23 09:30:00,Omar,Krishnan,omar.krishnan@brightpath.com,brightpath.com,Paid Social - Meta,mofu-retarget,false
L001070,2025-03-08 08:45:00,Darius,Mulvaney,darius.mulvaney@anvil.com,anvil.com,Paid Social - Meta,mofu-retarget,false
L001071,2025-03-21 07:15:00,Tomas,Raghunathan,tomas.raghunathan@nimbus.com,nimbus.com,Paid Social - Meta,lead-form-broad,false
L001072,2025-03-23 17:15:00,Anaya,Ferreira,anaya.ferreira@harborview.com,harborview.com,Paid Social - Meta,prospecting-lal,false
L001073,2025-03-15 20:45:00,Beatriz,Doyle,beatriz.doyle@granitepeak.com,granitepeak.com,Paid Social - Meta,prospecting-lal,false
L001074,2025-03-28 15:15:00,Marcus,Raghunathan,marcus.raghunathan@redwood.com,redwood.com,Paid Social - Meta,lead-form-broad,false
L001075,2025-03-09 16:45:00,Siobhan,Iyer,siobhan.iyer@oakhurst.com,oakhurst.com,Paid Social - Meta,mofu-retarget,false
L001076,2025-03-25 07:30:00,Estelle,Novak,estelle.novak@foxglove.com,foxglove.com,Paid Social - Meta,lead-form-broad,false
L001077,2025-03-14 13:45:00,Elodie,Grant,elodie.grant@harborview.com,harborview.com,Paid Social - Meta,lead-form-broad,false
L001078,2025-03-19 14:30:00,Ingrid,Kavanagh,ingrid.kavanagh@cascade.com,cascade.com,Paid Social - Meta,mofu-retarget,false
L001079,2025-03-18 20:45:00,Kenji,Lindqvist,kenji.lindqvist@ember.com,ember.com,Paid Social - Meta,mofu-retarget,false
L001080,2025-03-30 12:30:00,Estelle,Moreau,estelle.moreau@meridian.com,meridian.com,Paid Social - Meta,prospecting-lal,false
L001081,2025-03-21 19:30:00,Renata,Demir,renata.demir@saltmarsh.com,saltmarsh.com,Paid Social - Meta,lead-form-broad,false
L001082,2025-03-12 19:00:00,Margit,Pires,margit.pires@brightpath.com,brightpath.com,Paid Social - Meta,prospecting-lal,false
L001083,2025-03-24 12:30:00,Kenji,Castellanos,kenji.castellanos@nimbus.com,nimbus.com,Paid Social - Meta,prospecting-lal,false
L001084,2025-03-24 08:00:00,Arun,Bergstrom,arun.bergstrom@northwind.com,northwind.com,Paid Social - Meta,lead-form-broad,false
L001085,2025-03-07 17:00:00,Siobhan,Okonkwo,siobhan.okonkwo@marlowe.com,marlowe.com,Paid Social - Meta,prospecting-lal,false
L001086,2025-03-09 10:15:00,Margit,Pires,margit.pires@halcyon.com,halcyon.com,Paid Social - Meta,mofu-retarget,false
L001087,2025-03-24 15:45:00,Lena,Petrov,lena.petrov@solvent.com,solvent.com,Paid Social - Meta,prospecting-lal,true
L001088,2025-03-24 16:30:00,Ivo,Bergstrom,ivo.bergstrom@granitepeak.com,granitepeak.com,Paid Social - Meta,lead-form-broad,false
L001089,2025-03-09 14:15:00,Cormac,Moreau,cormac.moreau@harborview.com,harborview.com,Paid Social - Meta,mofu-retarget,false
L001090,2025-03-18 19:45:00,Jonas,Bahri,jonas.bahri@pinnacle.com,pinnacle.com,Paid Social - Meta,mofu-retarget,false
L001091,2025-03-21 20:30:00,Alicia,Almeida,alicia.almeida@ember.com,ember.com,Paid Social - Meta,mofu-retarget,false
L001092,2025-03-27 08:15:00,Callum,Almeida,callum.almeida@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,false
L001093,2025-03-17 18:30:00,Priya,Doyle,priya.doyle@thornbury.com,thornbury.com,Paid Social - Meta,lead-form-broad,false
L001094,2025-03-10 18:45:00,Omar,Vieira,omar.vieira@foxglove.com,foxglove.com,Paid Social - Meta,mofu-retarget,false
L001095,2025-03-26 17:00:00,Ivo,Bergstrom,ivo.bergstrom@lumen.com,lumen.com,Paid Social - Meta,prospecting-lal,false
L001096,2025-03-08 16:15:00,Grace,Vieira,grace.vieira@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L001097,2025-03-08 18:45:00,Alicia,Iyer,alicia.iyer@redwood.com,redwood.com,Paid Social - Meta,lead-form-broad,false
L001098,2025-03-06 19:15:00,Adeola,Szabo,adeola.szabo@lumen.com,lumen.com,Paid Social - Meta,mofu-retarget,false
L001099,2025-03-09 07:00:00,Malik,Grant,malik.grant@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L001100,2025-03-05 09:00:00,Elodie,Farrell,elodie.farrell@copperline.com,copperline.com,Paid Social - Meta,prospecting-lal,false
L001101,2025-03-22 16:15:00,Marcus,Haddad,marcus.haddad@ferrous.com,ferrous.com,Paid Social - Meta,lead-form-broad,false
L001102,2025-03-06 16:45:00,Estelle,Doyle,estelle.doyle@ferrous.com,ferrous.com,Paid Social - Meta,lead-form-broad,false
L001103,2025-03-29 15:30:00,Adeola,Castellanos,adeola.castellanos@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L001104,2025-03-26 08:30:00,Peter,Almeida,peter.almeida@dovetail.com,dovetail.com,Paid Social - Meta,prospecting-lal,false
L001105,2025-03-18 18:00:00,Peter,Moreau,peter.moreau@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L001106,2025-03-27 07:15:00,Estelle,Petrov,estelle.petrov@granitepeak.com,granitepeak.com,Paid Social - Meta,lead-form-broad,false
L001107,2025-03-27 09:00:00,Darius,Iyer,darius.iyer@juniper.com,juniper.com,Paid Social - Meta,lead-form-broad,false
L001108,2025-03-24 15:00:00,Mei,Kavanagh,mei.kavanagh@ironwood.com,ironwood.com,Paid Social - Meta,mofu-retarget,true
L001109,2025-03-03 14:45:00,Rafael,Iyer,rafael.iyer@tessellate.com,tessellate.com,Paid Social - Meta,mofu-retarget,false
L001110,2025-03-23 19:00:00,Elodie,Ferreira,elodie.ferreira@dovetail.com,dovetail.com,Paid Social - Meta,mofu-retarget,false
L001111,2025-03-18 15:00:00,Callum,Pires,callum.pires@tessellate.com,tessellate.com,Paid Social - Meta,lead-form-broad,false
L001112,2025-03-04 17:00:00,Adeola,Nwosu,adeola.nwosu@ironwood.com,ironwood.com,Paid Social - Meta,lead-form-broad,false
L001113,2025-03-11 19:45:00,Malik,Watanabe,malik.watanabe@brightpath.com,brightpath.com,Paid Social - Meta,prospecting-lal,false
L001114,2025-03-04 07:30:00,Kenji,Okonkwo,kenji.okonkwo@solvent.com,solvent.com,Paid Social - Meta,lead-form-broad,false
L001115,2025-03-30 12:45:00,Peter,Vieira,peter.vieira@oakhurst.com,oakhurst.com,Paid Social - Meta,mofu-retarget,false
L001116,2025-03-07 09:00:00,Anaya,Krishnan,anaya.krishnan@solvent.com,solvent.com,Paid Social - Meta,lead-form-broad,false
L001117,2025-03-05 11:45:00,Hollis,Mulvaney,hollis.mulvaney@saltmarsh.com,saltmarsh.com,Paid Social - Meta,prospecting-lal,false
L001118,2025-03-07 12:15:00,Estelle,Haddad,estelle.haddad@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L001119,2025-03-25 18:15:00,Hollis,Novak,hollis.novak@lumen.com,lumen.com,Paid Social - Meta,mofu-retarget,false
L001120,2025-03-29 19:30:00,Estelle,Okonkwo,estelle.okonkwo@ferrous.com,ferrous.com,Paid Social - Meta,mofu-retarget,true
L001121,2025-03-12 08:15:00,Marcus,Iyer,marcus.iyer@cascade.com,cascade.com,Paid Social - Meta,prospecting-lal,false
L001122,2025-03-15 16:15:00,Jonas,Novak,jonas.novak@arclight.com,arclight.com,Paid Social - Meta,lead-form-broad,false
L001123,2025-03-17 10:15:00,Anaya,Bergstrom,anaya.bergstrom@foxglove.com,foxglove.com,Paid Social - Meta,lead-form-broad,false
L001124,2025-03-09 17:45:00,Jonas,Bahri,jonas.bahri@quarry.com,quarry.com,Paid Social - Meta,prospecting-lal,false
L001125,2025-03-09 13:00:00,Mei,Farrell,mei.farrell@arclight.com,arclight.com,Paid Search - Non-Brand,competitor-terms,false
L001126,2025-03-17 16:45:00,Yusuf,Whitfield,yusuf.whitfield@nimbus.com,nimbus.com,Paid Search - Non-Brand,category-terms,false
L001127,2025-03-29 19:15:00,Mei,Krishnan,mei.krishnan@ember.com,ember.com,Paid Search - Non-Brand,solution-terms,false
L001128,2025-03-16 13:30:00,Peter,Mulvaney,peter.mulvaney@lumen.com,lumen.com,Paid Search - Non-Brand,category-terms,false
L001129,2025-03-02 17:00:00,Margit,Castellanos,margit.castellanos@cascade.com,cascade.com,Paid Search - Non-Brand,category-terms,false
L001130,2025-03-13 17:45:00,Noor,Vieira,noor.vieira@northwind.com,northwind.com,Paid Search - Non-Brand,solution-terms,false
L001131,2025-03-16 07:45:00,Jonas,Nwosu,jonas.nwosu@ironwood.com,ironwood.com,Paid Search - Non-Brand,category-terms,false
L001132,2025-03-01 16:30:00,Kenji,Szabo,kenji.szabo@copperline.com,copperline.com,Paid Search - Non-Brand,category-terms,false
L001133,2025-03-21 14:30:00,Darius,Horvat,darius.horvat@lumen.com,lumen.com,Paid Search - Non-Brand,competitor-terms,true
L001134,2025-03-09 07:15:00,Renata,Raghunathan,renata.raghunathan@meridian.com,meridian.com,Paid Search - Non-Brand,category-terms,false
L001135,2025-03-18 16:30:00,Cormac,Ferreira,cormac.ferreira@marlowe.com,marlowe.com,Paid Search - Non-Brand,competitor-terms,false
L001136,2025-03-28 07:30:00,Jonas,Horvat,jonas.horvat@cascade.com,cascade.com,Paid Search - Non-Brand,competitor-terms,false
L001137,2025-03-26 19:30:00,Hollis,Raghunathan,hollis.raghunathan@kestrel.com,kestrel.com,Paid Search - Non-Brand,competitor-terms,false
L001138,2025-03-20 14:45:00,Renata,Raghunathan,renata.raghunathan@meridian.com,meridian.com,Paid Search - Non-Brand,solution-terms,false
L001139,2025-03-29 16:00:00,Beatriz,Ferreira,beatriz.ferreira@ferrous.com,ferrous.com,Paid Search - Non-Brand,solution-terms,false
L001140,2025-03-31 16:00:00,Arun,Kavanagh,arun.kavanagh@ridgeline.com,ridgeline.com,Paid Search - Non-Brand,solution-terms,false
L001141,2025-03-04 14:30:00,Marcus,Moreau,marcus.moreau@copperline.com,copperline.com,Paid Search - Non-Brand,solution-terms,false
L001142,2025-03-28 11:00:00,Ivo,Pires,ivo.pires@marlowe.com,marlowe.com,Paid Search - Non-Brand,solution-terms,false
L001143,2025-03-03 08:15:00,Lena,Kavanagh,lena.kavanagh@cascade.com,cascade.com,Paid Search - Non-Brand,solution-terms,true
L001144,2025-03-22 14:30:00,Mei,Haddad,mei.haddad@ferrous.com,ferrous.com,Paid Search - Non-Brand,solution-terms,false
L001145,2025-03-04 19:30:00,Noor,Castellanos,noor.castellanos@kestrel.com,kestrel.com,Paid Search - Non-Brand,category-terms,false
L001146,2025-03-11 15:00:00,Priya,Haddad,priya.haddad@saltmarsh.com,saltmarsh.com,Paid Search - Non-Brand,category-terms,false
L001147,2025-03-02 13:45:00,Priya,Raghunathan,priya.raghunathan@brightpath.com,brightpath.com,Paid Search - Non-Brand,competitor-terms,false
L001148,2025-03-31 20:45:00,Mei,Raghunathan,mei.raghunathan@tessellate.com,tessellate.com,Paid Search - Non-Brand,competitor-terms,false
L001149,2025-03-26 14:30:00,Renata,Nwosu,renata.nwosu@ridgeline.com,ridgeline.com,Paid Search - Non-Brand,solution-terms,true
L001150,2025-03-13 11:45:00,Siobhan,Watanabe,siobhan.watanabe@nimbus.com,nimbus.com,Paid Search - Non-Brand,category-terms,false
L001151,2025-03-02 09:45:00,Peter,Whitfield,peter.whitfield@harborview.com,harborview.com,Paid Search - Non-Brand,competitor-terms,false
L001152,2025-03-10 11:30:00,Mei,Bahri,mei.bahri@tessellate.com,tessellate.com,Paid Search - Non-Brand,solution-terms,false
L001153,2025-03-11 16:45:00,Lena,Szabo,lena.szabo@ferrous.com,ferrous.com,Paid Search - Non-Brand,category-terms,false
L001154,2025-03-02 18:15:00,Estelle,Nwosu,estelle.nwosu@marlowe.com,marlowe.com,Paid Search - Non-Brand,solution-terms,false
L001155,2025-03-25 07:45:00,Siobhan,Grant,siobhan.grant@redwood.com,redwood.com,Paid Search - Non-Brand,solution-terms,false
L001156,2025-03-12 17:15:00,Jonas,Pires,jonas.pires@northwind.com,northwind.com,Paid Search - Non-Brand,solution-terms,true
L001157,2025-03-30 17:30:00,Arun,Szabo,arun.szabo@thornbury.com,thornbury.com,Paid Search - Non-Brand,solution-terms,false
L001158,2025-03-30 19:15:00,Lena,Grant,lena.grant@kestrel.com,kestrel.com,Paid Search - Non-Brand,category-terms,false
L001159,2025-03-03 16:45:00,Darius,Ferreira,darius.ferreira@meridian.com,meridian.com,Paid Search - Non-Brand,competitor-terms,false
L001160,2025-03-15 13:00:00,Beatriz,Pires,beatriz.pires@ember.com,ember.com,Paid Search - Non-Brand,solution-terms,false
L001161,2025-03-17 11:45:00,Noor,Grant,noor.grant@halcyon.com,halcyon.com,Paid Search - Non-Brand,solution-terms,false
L001162,2025-03-17 17:15:00,Mei,Haddad,mei.haddad@lumen.com,lumen.com,Paid Search - Non-Brand,solution-terms,false
L001163,2025-03-10 18:45:00,Darius,Aaltonen,darius.aaltonen@ridgeline.com,ridgeline.com,Paid Search - Non-Brand,solution-terms,false
L001164,2025-03-03 12:15:00,Ingrid,Petrov,ingrid.petrov@quarry.com,quarry.com,Paid Search - Non-Brand,category-terms,false
L001165,2025-03-09 12:15:00,Kenji,Vieira,kenji.vieira@harborview.com,harborview.com,Paid Search - Non-Brand,category-terms,false
L001166,2025-03-21 10:15:00,Marcus,Whitfield,marcus.whitfield@juniper.com,juniper.com,Paid Search - Non-Brand,solution-terms,false
L001167,2025-03-04 20:45:00,Peter,Novak,peter.novak@granitepeak.com,granitepeak.com,Paid Search - Non-Brand,competitor-terms,false
L001168,2025-03-17 09:30:00,Omar,Mulvaney,omar.mulvaney@solvent.com,solvent.com,Paid Search - Non-Brand,category-terms,false
L001169,2025-03-08 11:15:00,Yusuf,Krishnan,yusuf.krishnan@ridgeline.com,ridgeline.com,Paid Search - Non-Brand,solution-terms,false
L001170,2025-03-17 16:30:00,Arun,Nwosu,arun.nwosu@redwood.com,redwood.com,Paid Search - Non-Brand,solution-terms,false
L001171,2025-03-15 15:30:00,Arun,Mulvaney,arun.mulvaney@cascade.com,cascade.com,Paid Search - Non-Brand,solution-terms,false
L001172,2025-03-01 13:15:00,Noor,Doyle,noor.doyle@pinnacle.com,pinnacle.com,Paid Search - Non-Brand,solution-terms,false
L001173,2025-03-07 10:45:00,Alicia,Szabo,alicia.szabo@ridgeline.com,ridgeline.com,Paid Search - Non-Brand,solution-terms,true
L001174,2025-03-11 20:15:00,Omar,Moreau,omar.moreau@juniper.com,juniper.com,Paid Search - Non-Brand,category-terms,false
L001175,2025-03-03 14:15:00,Arun,Novak,arun.novak@ferrous.com,ferrous.com,Paid Search - Non-Brand,competitor-terms,true
L001176,2025-03-14 08:00:00,Elodie,Novak,elodie.novak@arclight.com,arclight.com,Paid Search - Non-Brand,competitor-terms,false
L001177,2025-03-23 17:30:00,Malik,Aaltonen,malik.aaltonen@ferrous.com,ferrous.com,Paid Search - Non-Brand,competitor-terms,false
L001178,2025-03-20 19:45:00,Callum,Aaltonen,callum.aaltonen@quarry.com,quarry.com,Paid Search - Non-Brand,competitor-terms,false
L001179,2025-03-30 07:00:00,Ingrid,Mulvaney,ingrid.mulvaney@juniper.com,juniper.com,Paid Search - Non-Brand,solution-terms,false
L001180,2025-03-18 14:15:00,Elodie,Byrne,elodie.byrne@juniper.com,juniper.com,Paid Search - Non-Brand,competitor-terms,false
L001181,2025-03-14 07:45:00,Yusuf,Mulvaney,yusuf.mulvaney@granitepeak.com,granitepeak.com,Paid Search - Non-Brand,solution-terms,false
L001182,2025-03-13 10:15:00,Darius,Horvat,darius.horvat@saltmarsh.com,saltmarsh.com,Paid Search - Non-Brand,competitor-terms,false
L001183,2025-03-07 17:30:00,Anaya,Ferreira,anaya.ferreira@ember.com,ember.com,Paid Search - Non-Brand,solution-terms,false
L001184,2025-03-17 12:45:00,Renata,Farrell,renata.farrell@copperline.com,copperline.com,Paid Search - Non-Brand,competitor-terms,false
L001185,2025-03-03 14:15:00,Mei,Pires,mei.pires@ironwood.com,ironwood.com,Paid Search - Non-Brand,category-terms,false
L001186,2025-03-22 08:15:00,Darius,Whitfield,darius.whitfield@cascade.com,cascade.com,Paid Search - Non-Brand,category-terms,false
L001187,2025-03-22 10:30:00,Marcus,Novak,marcus.novak@marlowe.com,marlowe.com,Paid Social - LinkedIn,jobtitle-targeting,false
L001188,2025-03-26 19:30:00,Alicia,Lindqvist,alicia.lindqvist@ironwood.com,ironwood.com,Paid Social - LinkedIn,content-download,false
L001189,2025-03-01 16:15:00,Elodie,Pires,elodie.pires@nimbus.com,nimbus.com,Paid Social - LinkedIn,jobtitle-targeting,false
